日期,商品名称,订单量,订单金额
9/30/2025,会员延期,16,1340.52
9/30/2025,购买消息,361,3389.68
9/30/2025,Pro畅聊包,44,2019.56
9/30/2025,购买钻石,2,5.98
9/29/2025,购买订阅,262,6775.75
9/29/2025,购买消息扩容,136,1909.47
9/29/2025,升级订阅,104,3700.6
9/29/2025,会员畅聊组合包,13,1304.7
9/29/2025,续费订阅,424,10282.18
9/29/2025,会员延期,12,400.77
9/29/2025,购买消息,378,3507.71
9/29/2025,Pro畅聊包,35,2179.65
9/29/2025,购买钻石,2,5.98
9/28/2025,续费订阅,446,10160.19
9/28/2025,购买钻石,4,7.96
9/28/2025,购买消息扩容,105,1362.82
9/28/2025,Pro畅聊包,34,2139.66
9/28/2025,购买消息,344,3211.81
9/28/2025,会员延期,12,453.66
9/28/2025,会员畅聊组合包,20,1580.65
9/28/2025,购买订阅,231,7741.36
9/28/2025,升级订阅,107,3507.88
9/27/2025,购买消息扩容,103,1570.85
9/27/2025,续费订阅,471,11680.99
9/27/2025,购买钻石,1,0.99
9/27/2025,Pro畅聊包,28,1119.72
9/27/2025,购买消息,322,2999.79
9/27/2025,会员延期,8,339.59
9/27/2025,购买订阅,190,3556.22
9/27/2025,会员畅聊组合包,24,1784.53
9/27/2025,升级订阅,80,2296.5
9/26/2025,会员畅聊组合包,17,1274.68
9/26/2025,升级订阅,91,3375.51
9/26/2025,购买订阅,232,7288.52
9/26/2025,购买钻石,5,22.95
9/26/2025,购买消息,359,3393.78
9/26/2025,Pro畅聊包,32,1539.68
9/26/2025,会员延期,5,325.95
9/26/2025,购买消息扩容,98,1526.9
9/26/2025,续费订阅,445,10656.83
9/25/2025,升级订阅,96,3074.15
9/25/2025,会员畅聊组合包,24,2334.52
9/25/2025,购买订阅,272,7676.69
9/25/2025,购买钻石,3,10.97
9/25/2025,购买消息扩容,110,1684.8
9/25/2025,购买消息,306,2907.76
9/25/2025,Pro畅聊包,35,1659.65
9/25/2025,会员延期,12,691.66
9/25/2025,续费订阅,431,12149.57
9/24/2025,购买订阅,250,5777.44
9/24/2025,升级订阅,79,2792.84
9/24/2025,购买消息扩容,89,1118.03
9/24/2025,会员畅聊组合包,10,615.84
9/24/2025,续费订阅,466,10971.75
9/24/2025,购买消息,287,2765.81
9/24/2025,Pro畅聊包,29,2719.71
9/24/2025,购买钻石,3,19.97
9/24/2025,会员延期,9,491.8
9/23/2025,购买订阅,266,7955.44
9/23/2025,购买消息扩容,106,1514.85
9/23/2025,升级订阅,66,2709.35
9/23/2025,续费订阅,463,10596.2
9/23/2025,购买消息,306,2883.71
9/23/2025,会员畅聊组合包,9,854.77
9/23/2025,Pro畅聊包,26,1299.74
9/23/2025,购买钻石,4,7.96
9/23/2025,会员延期,8,709.7
9/22/2025,Pro畅聊包,24,1739.76
9/22/2025,会员畅聊组合包,17,941.78
9/22/2025,购买消息,337,3205.75
9/22/2025,会员延期,5,81.95
9/22/2025,续费订阅,430,10079.53
9/22/2025,升级订阅,77,3294.86
9/22/2025,购买订阅,256,7858.15
9/22/2025,购买消息扩容,107,1520.79
9/21/2025,Pro畅聊包,27,2119.73
9/21/2025,购买消息,298,2811.7
9/21/2025,购买钻石,3,19.97
9/21/2025,会员延期,11,286.89
9/21/2025,会员畅聊组合包,3,165.96
9/21/2025,续费订阅,447,11228.05
9/21/2025,升级订阅,65,1631.73
9/21/2025,购买消息扩容,116,1318.73
9/21/2025,购买订阅,279,10371.91
9/20/2025,续费订阅,465,12131.71
9/20/2025,购买消息,306,2843.81
9/20/2025,会员畅聊组合包,2,99.98
9/20/2025,Pro畅聊包,25,1519.75
9/20/2025,购买钻石,6,27.94
9/20/2025,会员延期,8,497.81
9/20/2025,购买订阅,257,6960.11
9/20/2025,购买消息扩容,92,1078.99
9/20/2025,升级订阅,76,2617.49
9/19/2025,会员畅聊组合包,2,139.96
9/19/2025,续费订阅,482,11945.53
9/19/2025,购买消息,312,2967.79
9/19/2025,Pro畅聊包,26,1299.74
9/19/2025,购买钻石,3,6.97
9/19/2025,会员延期,10,509.79
9/19/2025,购买订阅,247,6554.53
9/19/2025,升级订阅,114,4222.08
9/19/2025,购买消息扩容,113,1513.69
9/18/2025,升级订阅,91,3442.18
9/18/2025,购买消息扩容,112,1703.7
9/18/2025,购买订阅,199,5645.72
9/18/2025,Pro畅聊包,13,779.87
9/18/2025,购买消息,374,3547.74
9/18/2025,购买钻石,2,5.98
9/18/2025,会员延期,18,1578.6
9/18/2025,会员畅聊组合包,1,69.98
9/18/2025,续费订阅,489,11604.1
9/17/2025,升级订阅,95,2755.81
9/17/2025,购买订阅,215,6106.55
9/17/2025,购买消息扩容,100,1471.73
9/17/2025,Pro畅聊包,15,859.85
9/17/2025,会员畅聊组合包,1,129.99
9/17/2025,购买消息,321,3041.87
9/17/2025,购买钻石,4,21.96
9/17/2025,会员延期,16,1528.4
9/17/2025,续费订阅,522,12297.31
9/16/2025,购买订阅,201,7337.91
9/16/2025,会员畅聊组合包,1,599.98
9/16/2025,升级订阅,87,4438.35
9/16/2025,购买消息扩容,120,1812.64
9/16/2025,续费订阅,513,12060.65
9/16/2025,Pro畅聊包,22,1139.78
9/16/2025,购买消息,352,3343.8
9/16/2025,会员延期,3,110.97
9/15/2025,会员畅聊组合包,5,345.94
9/15/2025,购买订阅,232,10906.59
9/15/2025,升级订阅,96,3536.63
9/15/2025,续费订阅,482,11593.17
9/15/2025,购买钻石,4,7.96
9/15/2025,Pro畅聊包,21,1099.79
9/15/2025,购买消息,339,3257.76
9/15/2025,购买消息扩容,99,1433.89
9/15/2025,会员延期,13,475.75
9/14/2025,购买钻石,3,6.97
9/14/2025,购买消息,343,3245.9
9/14/2025,Pro畅聊包,41,3199.59
9/14/2025,购买消息扩容,74,972.15
9/14/2025,会员延期,10,689.79
9/14/2025,续费订阅,488,11019.62
9/14/2025,升级订阅,73,2578.19
9/14/2025,会员畅聊组合包,4,279.92
9/14/2025,购买订阅,206,6638.85
9/13/2025,购买钻石,2,1.98
9/13/2025,购买消息,352,3371.83
9/13/2025,Pro畅聊包,29,1419.71
9/13/2025,会员延期,11,873.67
9/13/2025,购买消息扩容,85,1134.04
9/13/2025,续费订阅,608,14621.26
9/13/2025,会员畅聊组合包,2,95.98
9/13/2025,升级订阅,81,3005.31
9/13/2025,购买订阅,226,9511.2
9/12/2025,升级订阅,95,2848.89
9/12/2025,购买消息扩容,91,1201.94
9/12/2025,购买订阅,201,7537
9/12/2025,会员畅聊组合包,3,165.96
9/12/2025,会员延期,6,458.83
9/12/2025,Pro畅聊包,20,1579.8
9/12/2025,购买消息,338,3167.92
9/12/2025,购买钻石,3,20.97
9/12/2025,续费订阅,376,9257.57
9/11/2025,购买消息扩容,92,1125.01
9/11/2025,升级订阅,89,2931.74
9/11/2025,购买订阅,186,6171.89
9/11/2025,会员延期,8,639.7
9/11/2025,Pro畅聊包,22,1399.78
9/11/2025,购买消息,359,3425.93
9/11/2025,购买钻石,3,11.97
9/11/2025,会员畅聊组合包,3,141.97
9/11/2025,续费订阅,457,10629.7
9/10/2025,续费订阅,483,11467.62
9/10/2025,会员畅聊组合包,5,285.93
9/10/2025,会员延期,7,1082.93
9/10/2025,购买消息,346,3283.91
9/10/2025,Pro畅聊包,17,679.83
9/10/2025,购买钻石,11,90.89
9/10/2025,购买订阅,221,6469.61
9/10/2025,购买消息扩容,124,1706.62
9/10/2025,升级订阅,81,2687.56
9/9/2025,续费订阅,518,12036.37
9/9/2025,会员畅聊组合包,3,534.86
9/9/2025,会员延期,8,299.71
9/9/2025,购买消息,316,2939.81
9/9/2025,Pro畅聊包,19,1019.81
9/9/2025,购买钻石,4,21.96
9/9/2025,购买消息扩容,136,1841.44
9/9/2025,购买订阅,211,5910.26
9/9/2025,升级订阅,78,3142.59
9/8/2025,会员延期,5,868.62
9/8/2025,购买钻石,5,35.95
9/8/2025,购买消息,340,3175.82
9/8/2025,Pro畅聊包,25,1779.75
9/8/2025,续费订阅,514,12028.72
9/8/2025,购买消息扩容,98,1361.91
9/8/2025,会员畅聊组合包,5,345.94
9/8/2025,升级订阅,84,3669.47
9/8/2025,购买订阅,248,8437.97
9/7/2025,会员延期,10,305.79
9/7/2025,购买消息扩容,66,873.22
9/7/2025,购买钻石,4,7.96
9/7/2025,购买消息,337,3189.77
9/7/2025,Pro畅聊包,22,1659.78
9/7/2025,续费订阅,493,12788.42
9/7/2025,升级订阅,77,1665.13
9/7/2025,购买订阅,250,8552.54
9/6/2025,购买订阅,234,6904.74
9/6/2025,升级订阅,108,4366.75
9/6/2025,续费订阅,457,10981.17
9/6/2025,会员延期,7,1127.6
9/6/2025,购买消息扩容,142,1881.38
9/6/2025,购买钻石,6,27.94
9/6/2025,Pro畅聊包,32,2579.68
9/6/2025,购买消息,491,4661.75
9/5/2025,购买订阅,267,8788.51
9/5/2025,升级订阅,92,4567.29
9/5/2025,续费订阅,486,11448.51
9/5/2025,购买消息扩容,111,1503.73
9/5/2025,会员延期,4,121.85
9/5/2025,购买钻石,4,16.96
9/5/2025,Pro畅聊包,32,2579.68
9/5/2025,购买消息,427,4025.84
9/4/2025,续费订阅,571,14720.37
9/4/2025,购买钻石,4,15.96
9/4/2025,购买消息,396,3755.82
9/4/2025,Pro畅聊包,17,939.83
9/4/2025,会员延期,11,735.56
9/4/2025,购买订阅,217,6832.82
9/4/2025,购买消息扩容,149,1834.18
9/4/2025,升级订阅,84,2805.81
9/3/2025,续费订阅,619,15216.27
9/3/2025,购买钻石,2,10.98
9/3/2025,购买消息,416,3979.79
9/3/2025,Pro畅聊包,30,2499.7
9/3/2025,会员延期,8,296.7
9/3/2025,购买消息扩容,134,1708.49
9/3/2025,购买订阅,232,8570.62
9/3/2025,升级订阅,97,3304.62
9/2/2025,升级订阅,103,6224.04
9/2/2025,购买消息扩容,133,1828.48
9/2/2025,购买订阅,177,8137.52
9/2/2025,购买钻石,4,7.96
9/2/2025,Pro畅聊包,12,999.88
9/2/2025,购买消息,401,3789.76
9/2/2025,会员延期,18,1533.49
9/2/2025,续费订阅,550,12842.59
9/1/2025,购买消息扩容,144,1947.3
9/1/2025,升级订阅,92,3994.69
9/1/2025,购买订阅,191,8136.26
9/1/2025,购买钻石,3,11.97
9/1/2025,Pro畅聊包,24,1479.76
9/1/2025,购买消息,443,4205.78
9/1/2025,会员延期,12,928.66
9/1/2025,续费订阅,429,10636.26
8/31/2025,购买订阅,158,8266.27
8/31/2025,升级订阅,92,3151.49
8/31/2025,续费订阅,404,9105.16
8/31/2025,购买消息扩容,145,2056.32
8/31/2025,Pro畅聊包,23,2479.77
8/31/2025,购买消息,423,4037.81
8/31/2025,购买钻石,5,39.95
8/31/2025,会员延期,21,1582.35
8/30/2025,购买订阅,158,6893.42
8/30/2025,升级订阅,92,3572.99
8/30/2025,购买消息扩容,172,2367.03
8/30/2025,续费订阅,506,11937.66
8/30/2025,Pro畅聊包,27,1859.73
8/30/2025,购买消息,362,3411.83
8/30/2025,购买钻石,6,13.94
8/30/2025,会员延期,6,309.83
8/29/2025,购买消息,508,4747.84
8/29/2025,Pro畅聊包,31,3319.69
8/29/2025,购买钻石,11,67.89
8/29/2025,会员延期,13,1033.65
8/29/2025,购买消息扩容,249,3750.98
8/29/2025,续费订阅,511,12190.97
8/29/2025,升级订阅,118,4898.39
8/29/2025,购买订阅,171,6979.07
8/28/2025,购买消息扩容,71,825.21
8/28/2025,购买消息,452,4259.81
8/28/2025,Pro畅聊包,25,1519.75
8/28/2025,购买钻石,2,19.98
8/28/2025,会员延期,14,762.86
8/28/2025,续费订阅,516,11863.48
8/28/2025,升级订阅,121,4249.94
8/28/2025,购买订阅,167,6648.25
8/27/2025,购买消息扩容,70,855.15
8/27/2025,升级订阅,88,2795.8
8/27/2025,购买订阅,167,7037.11
8/27/2025,会员延期,13,1745.43
8/27/2025,购买钻石,4,25.96
8/27/2025,Pro畅聊包,24,1219.76
8/27/2025,购买消息,444,4243.75
8/27/2025,续费订阅,474,11844.08
8/26/2025,升级订阅,103,3779.16
8/26/2025,购买消息扩容,76,960.1
8/26/2025,购买订阅,192,7215.83
8/26/2025,会员延期,6,220.94
8/26/2025,购买钻石,2,10.98
8/26/2025,Pro畅聊包,30,1979.7
8/26/2025,购买消息,402,3799.77
8/26/2025,续费订阅,472,12902.54
8/25/2025,续费订阅,511,12567.08
8/25/2025,会员延期,9,799.8
8/25/2025,购买钻石,5,31.95
8/25/2025,购买消息,421,3981.76
8/25/2025,Pro畅聊包,25,1779.75
8/25/2025,购买消息扩容,65,762.24
8/25/2025,购买订阅,186,7045
8/25/2025,升级订阅,104,4164.32
8/24/2025,续费订阅,482,11869.97
8/24/2025,会员延期,13,775.54
8/24/2025,购买钻石,5,25.95
8/24/2025,购买消息,392,3755.73
8/24/2025,Pro畅聊包,32,2319.68
8/24/2025,购买订阅,212,6390.44
8/24/2025,购买消息扩容,86,1162.09
8/24/2025,升级订阅,111,4321.49
8/23/2025,购买消息扩容,65,758.23
8/23/2025,会员延期,9,375.8
8/23/2025,购买消息,370,3523.83
8/23/2025,Pro畅聊包,33,2879.67
8/23/2025,购买钻石,8,37.92
8/23/2025,续费订阅,496,11712.41
8/23/2025,升级订阅,103,2779.55
8/23/2025,购买订阅,196,7059.81
8/22/2025,会员延期,10,1009.68
8/22/2025,购买消息,433,4137.79
8/22/2025,Pro畅聊包,61,3219.39
8/22/2025,购买钻石,10,66.9
8/22/2025,购买消息扩容,77,966.13
8/22/2025,续费订阅,492,11563.89
8/22/2025,升级订阅,127,3746.92
8/22/2025,购买订阅,221,9165.29
8/21/2025,购买订阅,235,8905.22
8/21/2025,升级订阅,124,3969.66
8/21/2025,购买消息扩容,76,985.11
8/21/2025,续费订阅,520,13993.54
8/21/2025,会员延期,16,1383.51
8/21/2025,Pro畅聊包,83,7479.17
8/21/2025,购买消息,342,3219.85
8/21/2025,购买钻石,11,59.89
8/20/2025,购买订阅,223,7158.11
8/20/2025,升级订阅,130,5000.67
8/20/2025,续费订阅,467,10957.07
8/20/2025,购买消息扩容,101,1282.76
8/20/2025,会员延期,17,984.16
8/20/2025,Pro畅聊包,51,4899.49
8/20/2025,购买消息,365,3461.77
8/20/2025,购买钻石,3,6.97
8/19/2025,升级订阅,125,4559.52
8/19/2025,购买订阅,207,8070.11
8/19/2025,会员延期,23,2135.22
8/19/2025,购买钻石,5,30.95
8/19/2025,购买消息,386,3659.78
8/19/2025,Pro畅聊包,62,4039.38
8/19/2025,续费订阅,535,11286.02
8/19/2025,购买消息扩容,77,911.13
8/18/2025,升级订阅,130,4888.71
8/18/2025,购买订阅,220,8330.48
8/18/2025,会员延期,15,1282.41
8/18/2025,购买钻石,10,48.9
8/18/2025,购买消息,381,3601.86
8/18/2025,购买消息扩容,54,720.39
8/18/2025,续费订阅,539,12860.52
8/17/2025,续费订阅,511,11057.08
8/17/2025,会员延期,18,1867.38
8/17/2025,购买钻石,3,24.97
8/17/2025,购买消息,450,4235.75
8/17/2025,购买消息扩容,77,948.17
8/17/2025,购买订阅,226,9120.49
8/17/2025,升级订阅,123,5554.77
8/16/2025,续费订阅,481,10676.56
8/16/2025,购买消息扩容,81,1074.1
8/16/2025,会员延期,20,2845.14
8/16/2025,购买钻石,10,47.9
8/16/2025,购买消息,422,3999.9
8/16/2025,购买订阅,241,8100.54
8/16/2025,升级订阅,119,5189.95
8/15/2025,会员延期,30,5218.16
8/15/2025,购买消息,459,4349.89
8/15/2025,购买钻石,3,10.97
8/15/2025,续费订阅,527,11977.92
8/15/2025,升级订阅,158,6870.64
8/15/2025,购买订阅,246,8812.78
8/15/2025,购买消息扩容,53,681.36
8/14/2025,会员延期,15,1951.3
8/14/2025,购买消息,390,3743.89
8/14/2025,购买钻石,1,4.99
8/14/2025,续费订阅,605,14700.39
8/14/2025,升级订阅,155,8036.35
8/14/2025,购买消息扩容,32,449.62
8/14/2025,购买订阅,248,9680.67
8/13/2025,购买订阅,205,6697.5
8/13/2025,升级订阅,93,3183.83
8/13/2025,购买消息扩容,65,836.3
8/13/2025,续费订阅,355,8208.89
8/13/2025,会员延期,11,621.67
8/13/2025,购买消息,411,3905.92
8/13/2025,购买钻石,4,29.96
8/12/2025,购买订阅,211,6644.27
8/12/2025,购买消息扩容,80,983.11
8/12/2025,升级订阅,107,5397.67
8/12/2025,续费订阅,451,9664.95
8/12/2025,会员延期,12,546.88
8/12/2025,购买消息,444,4223.88
8/12/2025,购买钻石,4,15.96
8/11/2025,购买消息扩容,68,938.27
8/11/2025,续费订阅,467,10709.15
8/11/2025,购买钻石,6,40.94
8/11/2025,购买消息,432,4095.89
8/11/2025,会员延期,9,310.91
8/11/2025,购买订阅,205,7920.16
8/11/2025,升级订阅,137,5063.95
8/10/2025,续费订阅,497,11129.74
8/10/2025,购买钻石,6,32.94
8/10/2025,购买消息,419,3973.89
8/10/2025,会员延期,6,424.83
8/10/2025,购买消息扩容,70,848.26
8/10/2025,购买订阅,193,5722.91
8/10/2025,升级订阅,115,4649
8/9/2025,升级订阅,131,7426.11
8/9/2025,购买订阅,228,7887.95
8/9/2025,购买钻石,14,74.86
8/9/2025,购买消息,392,3719.92
8/9/2025,会员延期,10,1072.68
8/9/2025,购买消息扩容,89,1164.04
8/9/2025,续费订阅,528,11687.54
8/8/2025,升级订阅,125,5598.87
8/8/2025,购买订阅,235,10431.73
8/8/2025,购买钻石,9,39.91
8/8/2025,购买消息,410,3883.9
8/8/2025,会员延期,11,910.78
8/8/2025,续费订阅,509,10524.46
8/8/2025,购买消息扩容,62,686.33
8/7/2025,购买订阅,239,8899.89
8/7/2025,购买消息扩容,78,924.13
8/7/2025,升级订阅,136,7013.5
8/7/2025,续费订阅,485,11667.97
8/7/2025,购买消息,420,3971.95
8/7/2025,购买钻石,5,44.95
8/7/2025,会员延期,15,1542.41
8/6/2025,购买订阅,210,6958.68
8/6/2025,升级订阅,160,5928.5
8/6/2025,购买消息扩容,71,917.22
8/6/2025,续费订阅,482,12020.73
8/6/2025,购买消息,428,4023.88
8/6/2025,购买钻石,4,3.96
8/6/2025,会员延期,13,2041.32
8/5/2025,购买消息,456,4315.85
8/5/2025,购买钻石,5,21.95
8/5/2025,会员延期,21,1468.24
8/5/2025,续费订阅,495,12231.69
8/5/2025,升级订阅,144,7565.92
8/5/2025,购买消息扩容,55,689.43
8/5/2025,购买订阅,236,8092.37
8/4/2025,购买消息,466,4427.85
8/4/2025,购买钻石,14,65.86
8/4/2025,会员延期,24,1352.43
8/4/2025,续费订阅,552,13633.85
8/4/2025,升级订阅,167,8725.14
8/4/2025,购买订阅,243,7610.54
8/4/2025,购买消息扩容,100,1391.93
8/3/2025,升级订阅,114,4757.54
8/3/2025,购买订阅,260,7659.99
8/3/2025,会员延期,9,777.69
8/3/2025,购买消息,454,4339.95
8/3/2025,购买消息扩容,88,1110.08
8/3/2025,购买钻石,3,19.97
8/3/2025,续费订阅,540,12936.42
8/2/2025,升级订阅,120,3398.37
8/2/2025,购买订阅,245,7828.73
8/2/2025,会员延期,14,754.64
8/2/2025,购买消息,443,4273.89
8/2/2025,续费订阅,493,12469.07
8/2/2025,购买消息扩容,65,869.28
8/1/2025,续费订阅,424,9833.31
8/1/2025,购买消息扩容,100,1197.94
8/1/2025,会员延期,16,895.62
8/1/2025,购买消息,445,4233.93
8/1/2025,购买钻石,2,14.98
8/1/2025,购买订阅,267,9647.3
8/1/2025,升级订阅,131,5802.36
7/31/2025,续费订阅,408,10344.72
7/31/2025,会员延期,12,1304.66
7/31/2025,购买消息扩容,77,1037.18
7/31/2025,购买消息,473,4493.95
7/31/2025,购买钻石,1,0.99
7/31/2025,购买订阅,247,6376.6
7/31/2025,升级订阅,131,4254.35
7/30/2025,会员延期,12,1059.66
7/30/2025,购买钻石,3,6.97
7/30/2025,购买消息,416,3955.97
7/30/2025,续费订阅,422,9391.78
7/30/2025,购买消息扩容,81,996.13
7/30/2025,升级订阅,144,6153.07
7/30/2025,购买订阅,287,8745.9
7/29/2025,会员延期,16,677.84
7/29/2025,购买钻石,6,39.94
7/29/2025,购买消息,443,4213.91
7/29/2025,续费订阅,485,10222.88
7/29/2025,升级订阅,125,4773.57
7/29/2025,购买消息扩容,78,1060.13
7/29/2025,购买订阅,258,9131.94
7/28/2025,购买消息扩容,68,779.27
7/28/2025,购买订阅,263,8365.89
7/28/2025,升级订阅,96,3254.47
7/28/2025,续费订阅,460,11202.14
7/28/2025,会员延期,6,206.94
7/28/2025,购买钻石,9,65.91
7/28/2025,购买消息,433,4093.9
7/27/2025,购买订阅,257,7910.64
7/27/2025,购买消息扩容,76,949.18
7/27/2025,升级订阅,102,3327.55
7/27/2025,续费订阅,502,11480.81
7/27/2025,会员延期,12,1598.44
7/27/2025,购买钻石,8,15.92
7/27/2025,购买消息,437,4129.91
7/26/2025,续费订阅,523,11752.41
7/26/2025,购买消息,382,3603.94
7/26/2025,购买钻石,5,31.95
7/26/2025,购买消息扩容,77,895.09
7/26/2025,会员延期,8,250.92
7/26/2025,购买订阅,218,7289.77
7/26/2025,升级订阅,89,5088.43
7/25/2025,续费订阅,541,12637.69
7/25/2025,购买消息扩容,90,1133.95
7/25/2025,购买消息,410,3899.89
7/25/2025,购买钻石,3,29.97
7/25/2025,会员延期,14,502.75
7/25/2025,购买订阅,227,6779.01
7/25/2025,升级订阅,125,4486.04
7/24/2025,升级订阅,106,3577.7
7/24/2025,购买订阅,218,6738.02
7/24/2025,购买消息,451,4293.9
7/24/2025,购买钻石,5,17.95
7/24/2025,会员延期,13,403.76
7/24/2025,购买消息扩容,82,1111.02
7/24/2025,续费订阅,512,11733.07
7/23/2025,升级订阅,104,3427.73
7/23/2025,购买订阅,241,7452.37
7/23/2025,购买消息,435,4149.9
7/23/2025,购买钻石,12,96.88
7/23/2025,购买消息扩容,54,686.33
7/23/2025,会员延期,10,346.9
7/23/2025,续费订阅,516,11940.58
7/22/2025,购买订阅,232,6636.41
7/22/2025,升级订阅,85,4236.81
7/22/2025,购买消息扩容,48,664.41
7/22/2025,续费订阅,496,12040.59
7/22/2025,购买钻石,2,14.98
7/22/2025,购买消息,437,4125.89
7/22/2025,会员延期,9,411.8
7/21/2025,购买订阅,248,6703.32
7/21/2025,购买消息扩容,66,843.2
7/21/2025,升级订阅,109,4333.92
7/21/2025,续费订阅,472,11096.65
7/21/2025,购买钻石,5,16.95
7/21/2025,购买消息,453,4273.88
7/21/2025,会员延期,5,100.84
7/20/2025,购买钻石,6,36.94
7/20/2025,购买消息,422,3963.87
7/20/2025,会员延期,6,184.94
7/20/2025,续费订阅,494,9866.59
7/20/2025,升级订阅,102,3721.43
7/20/2025,购买订阅,255,7499.95
7/20/2025,购买消息扩容,69,865.09
7/19/2025,购买钻石,7,54.93
7/19/2025,购买消息,410,3915.85
7/19/2025,会员延期,7,285.82
7/19/2025,续费订阅,542,12595.66
7/19/2025,升级订阅,94,3432.54
7/19/2025,购买消息扩容,56,641.33
7/19/2025,购买订阅,243,8373.77
7/18/2025,升级订阅,129,4243.83
7/18/2025,购买订阅,263,10115.38
7/18/2025,购买消息扩容,70,932.17
7/18/2025,会员延期,6,669.83
7/18/2025,购买钻石,8,42.92
7/18/2025,购买消息,417,3933.85
7/18/2025,续费订阅,505,11031.41
7/17/2025,升级订阅,121,4153.6
7/17/2025,购买订阅,241,8429.8
7/17/2025,会员延期,14,1389.53
7/17/2025,购买钻石,4,12.96
7/17/2025,购买消息,429,4077.86
7/17/2025,购买消息扩容,76,983.12
7/17/2025,续费订阅,476,11081.33
7/16/2025,购买消息扩容,64,800.3
7/16/2025,续费订阅,529,11401.26
7/16/2025,会员延期,9,256.8
7/16/2025,购买钻石,12,51.88
7/16/2025,购买消息,425,4025.91
7/16/2025,购买订阅,236,5476.63
7/16/2025,升级订阅,119,4523.44
7/15/2025,续费订阅,592,13424
7/15/2025,购买消息扩容,71,949.11
7/15/2025,会员延期,6,89.94
7/15/2025,购买钻石,8,41.92
7/15/2025,购买消息,394,3675.9
7/15/2025,购买订阅,272,9697.17
7/15/2025,升级订阅,105,3894.38
7/14/2025,会员延期,11,528.78
7/14/2025,购买消息,398,3795.9
7/14/2025,购买钻石,3,20.97
7/14/2025,续费订阅,338,7675.91
7/14/2025,购买消息扩容,76,922.18
7/14/2025,升级订阅,124,4877.3
7/14/2025,购买订阅,221,7949.65
7/13/2025,会员延期,7,121.93
7/13/2025,购买消息,450,4287.83
7/13/2025,购买钻石,2,10.98
7/13/2025,续费订阅,498,10674.75
7/13/2025,升级订阅,95,3399.34
7/13/2025,购买消息扩容,91,1177.91
7/13/2025,购买订阅,217,6320.73
7/12/2025,购买消息扩容,67,823.16
7/12/2025,购买订阅,206,6165.36
7/12/2025,升级订阅,96,5089.55
7/12/2025,续费订阅,477,10995.32
7/12/2025,会员延期,7,270.93
7/12/2025,购买消息,418,3947.96
7/12/2025,购买钻石,4,16.96
7/11/2025,购买订阅,192,4204.07
7/11/2025,购买消息扩容,81,1117.14
7/11/2025,升级订阅,124,4814.98
7/11/2025,续费订阅,504,10399.94
7/11/2025,会员延期,10,546.9
7/11/2025,购买消息,390,3719.98
7/11/2025,购买钻石,2,5.98
7/10/2025,续费订阅,510,10678.55
7/10/2025,购买消息扩容,92,1101.01
7/10/2025,购买钻石,5,17.95
7/10/2025,购买消息,443,4201.98
7/10/2025,会员延期,3,26.97
7/10/2025,购买订阅,251,5668.17
7/10/2025,升级订阅,109,4101.77
7/9/2025,购买消息扩容,76,974.2
7/9/2025,续费订阅,473,8708.8
7/9/2025,购买钻石,2,5.98
7/9/2025,购买消息,396,3804
7/9/2025,会员延期,9,262.8
7/9/2025,购买订阅,245,7084.6
7/9/2025,升级订阅,107,3253.34
7/8/2025,升级订阅,105,5731.69
7/8/2025,购买订阅,225,8256.08
7/8/2025,购买钻石,5,26.95
7/8/2025,购买消息,397,3753.98
7/8/2025,会员延期,4,165.74
7/8/2025,购买消息扩容,81,1020.19
7/8/2025,续费订阅,460,9688.87
7/7/2025,升级订阅,132,7133.2
7/7/2025,购买订阅,261,7294.98
7/7/2025,购买钻石,6,21.94
7/7/2025,购买消息扩容,80,914.16
7/7/2025,购买消息,416,3959.97
7/7/2025,会员延期,11,956.67
7/7/2025,续费订阅,427,9152.65
7/6/2025,购买订阅,260,8407.48
7/6/2025,升级订阅,119,7107.59
7/6/2025,购买消息扩容,84,1032.14
7/6/2025,续费订阅,494,10947.16
7/6/2025,购买消息,379,3614
7/6/2025,购买钻石,7,32.93
7/6/2025,会员延期,21,2253.13
7/5/2025,购买订阅,220,8317.11
7/5/2025,购买消息扩容,67,823.32
7/5/2025,升级订阅,111,4810.33
7/5/2025,续费订阅,533,13442.23
7/5/2025,购买消息,385,3674
7/5/2025,购买钻石,5,29.95
7/5/2025,会员延期,15,2430.3
7/4/2025,购买消息,384,3656
7/4/2025,购买钻石,7,27.93
7/4/2025,会员延期,14,1266.53
7/4/2025,续费订阅,481,9947.11
7/4/2025,升级订阅,122,4620.15
7/4/2025,购买消息扩容,67,860.33
7/4/2025,购买订阅,224,7078.08
7/3/2025,购买消息,372,3532
7/3/2025,购买钻石,5,26.95
7/3/2025,会员延期,15,1766.41
7/3/2025,续费订阅,566,13221.88
7/3/2025,升级订阅,131,7526.12
7/3/2025,购买消息扩容,96,1193.02
7/3/2025,购买订阅,234,7996.48
7/2/2025,升级订阅,122,5017.26
7/2/2025,购买订阅,256,7977.18
7/2/2025,会员延期,12,2320.22
7/2/2025,购买消息,364,3456
7/2/2025,购买钻石,5,31.95
7/2/2025,续费订阅,509,10654.92
7/2/2025,购买消息扩容,62,678.37
7/1/2025,升级订阅,121,5433.35
7/1/2025,购买订阅,245,8082.81
7/1/2025,会员延期,14,2271.31
7/1/2025,购买消息扩容,80,905.2
7/1/2025,购买消息,368,3564
